transaction_id,date,product_id,quantity,unit_price,total_amount,discount_amount,customer_id,region
5374,2024-07-25,331,4,88.3,353.2,151.4,CUST2537,Central
5375,2024-07-25,367,3,188.64,565.92,62.88,CUST8513,East
5376,2024-07-25,575,6,207.73,1246.38,311.58,CUST2551,North
5377,2024-07-25,339,1,57.24,57.24,3.01,CUST8679,Central
5378,2024-07-25,233,2,275.3,550.6,28.98,CUST3563,North
5379,2024-07-25,259,5,105.32,526.6,131.65,CUST6741,Central
5380,2024-07-25,507,1,474.83,474.83,0.0,CUST4703,East
5381,2024-07-25,355,2,83.94,167.88,29.62,CUST1231,South
5382,2024-07-25,282,1,66.82,66.82,0.0,CUST5498,East
5383,2024-07-25,461,4,418.77,1675.08,88.16,CUST7982,Central
5384,2024-07-25,254,6,220.76,1324.56,331.14,CUST6009,East
5385,2024-07-25,140,1,186.6,186.6,32.93,CUST7607,East
5386,2024-07-25,151,2,39.56,79.12,8.78,CUST9864,South
5387,2024-07-25,361,2,283.35,566.7,0.0,CUST2269,Central
5388,2024-07-25,324,2,161.73,323.46,57.08,CUST3497,North
5389,2024-07-25,528,3,474.12,1422.36,74.85,CUST4546,East
5390,2024-07-25,29,1,31.5,31.5,0.0,CUST3921,East
5391,2024-07-25,149,3,237.9,713.7,0.0,CUST2676,South
5392,2024-07-25,350,1,68.09,68.09,3.59,CUST9557,Central
5393,2024-07-25,87,3,86.57,259.71,0.0,CUST7274,East
5394,2024-07-25,38,4,95.11,380.44,67.12,CUST5542,Central
5395,2024-07-25,552,2,335.78,671.56,223.84,CUST8756,South
5396,2024-07-25,602,1,34.17,34.17,1.8,CUST3754,North
5397,2024-07-25,192,6,159.85,959.1,239.76,CUST4798,South
5398,2024-07-25,518,1,71.93,71.93,12.7,CUST2496,Central
5399,2024-07-25,293,1,201.02,201.02,0.0,CUST3400,South
5400,2024-07-25,318,1,55.99,55.99,2.95,CUST3700,West
5401,2024-07-25,124,4,101.93,407.72,174.72,CUST1004,East
5402,2024-07-25,597,2,111.05,222.1,24.68,CUST2274,North
5403,2024-07-25,592,6,150.61,903.66,301.2,CUST3244,Central
5404,2024-07-25,229,1,31.41,31.41,1.66,CUST8203,West
5405,2024-07-25,121,2,198.75,397.5,170.34,CUST8728,East
5406,2024-07-25,16,4,98.98,395.92,0.0,CUST5957,Central
5407,2024-07-25,455,1,158.4,158.4,8.34,CUST2921,South
5408,2024-07-25,70,4,47.09,188.36,80.72,CUST7442,West
5409,2024-07-25,108,2,222.29,444.58,0.0,CUST7316,West
5410,2024-07-25,307,2,199.53,399.06,0.0,CUST6816,East
5411,2024-07-25,165,1,143.29,143.29,0.0,CUST9552,East
5412,2024-07-25,146,1,38.24,38.24,0.0,CUST9694,North
5413,2024-07-25,87,1,86.57,86.57,0.0,CUST4504,South
5414,2024-07-25,292,2,154.86,309.72,16.3,CUST5550,South
5415,2024-07-25,626,5,232.81,1164.05,61.3,CUST8163,Central
5416,2024-07-25,290,1,162.87,162.87,0.0,CUST8235,West
5417,2024-07-25,52,1,54.78,54.78,6.09,CUST5104,North
5418,2024-07-25,622,2,190.52,381.04,95.26,CUST8133,East
5419,2024-07-25,349,1,97.14,97.14,10.79,CUST3916,North
5420,2024-07-25,392,2,93.09,186.18,9.8,CUST6991,West
5421,2024-07-25,588,2,181.06,362.12,40.24,CUST6668,West
5422,2024-07-25,119,2,105.81,211.62,0.0,CUST4502,Central
5423,2024-07-25,112,2,52.53,105.06,5.52,CUST4129,West
5424,2024-07-25,504,3,289.22,867.66,216.9,CUST7130,South
5425,2024-07-25,627,1,61.67,61.67,0.0,CUST1174,South
5426,2024-07-25,363,5,148.09,740.45,185.1,CUST8243,East
5427,2024-07-25,530,1,239.35,239.35,26.59,CUST9618,South
5428,2024-07-25,520,1,75.44,75.44,3.97,CUST1091,Central
5429,2024-07-25,94,2,225.58,451.16,50.14,CUST6085,East
5430,2024-07-25,97,2,245.8,491.6,54.62,CUST2541,East
5431,2024-07-25,622,4,190.52,762.08,190.52,CUST5157,Central
5432,2024-07-25,439,1,316.36,316.36,55.83,CUST1212,Central
5433,2024-07-25,115,1,243.77,243.77,27.08,CUST5473,North
5434,2024-07-25,389,1,78.11,78.11,13.79,CUST5504,West
5435,2024-07-25,535,1,209.58,209.58,0.0,CUST7525,North
5436,2024-07-25,118,1,70.31,70.31,12.41,CUST5145,East
5437,2024-07-25,202,6,133.13,798.78,199.74,CUST1937,Central
5438,2024-07-25,546,2,426.81,853.62,94.84,CUST1498,West
5439,2024-07-25,155,1,244.7,244.7,0.0,CUST8446,West
5440,2024-07-25,269,2,259.4,518.8,0.0,CUST3847,West
5441,2024-07-25,497,2,155.22,310.44,34.5,CUST9938,North
5442,2024-07-25,514,3,350.34,1051.02,262.74,CUST1625,East
5443,2024-07-25,595,2,94.57,189.14,33.38,CUST1472,Central
5444,2024-07-25,90,2,141.77,283.54,0.0,CUST3509,South
5445,2024-07-25,355,1,83.94,83.94,14.81,CUST3156,North
5446,2024-07-25,621,1,224.85,224.85,39.68,CUST7874,North
5447,2024-07-25,334,1,96.41,96.41,0.0,CUST1918,West
5448,2024-07-25,51,2,21.68,43.36,4.82,CUST2021,East
5449,2024-07-25,387,1,61.2,61.2,3.22,CUST2597,Central
5450,2024-07-25,143,1,186.14,186.14,0.0,CUST5546,South
5451,2024-07-25,551,3,53.22,159.66,68.43,CUST1273,East
5452,2024-07-25,610,1,206.72,206.72,0.0,CUST6185,South
5453,2024-07-25,622,3,190.52,571.56,142.89,CUST7000,Central
5454,2024-07-25,133,1,226.86,226.86,40.03,CUST1232,West
5455,2024-07-25,532,2,375.94,751.88,39.56,CUST7821,North
5456,2024-07-25,565,3,217.71,653.13,0.0,CUST2064,South
5457,2024-07-25,563,1,310.37,310.37,34.49,CUST9216,South
5458,2024-07-25,530,1,239.35,239.35,26.59,CUST5368,North
5459,2024-07-25,526,1,399.25,399.25,44.37,CUST3827,West
5460,2024-07-25,142,1,131.41,131.41,0.0,CUST1729,East
5461,2024-07-25,145,4,96.63,386.52,42.96,CUST4255,Central
5462,2024-07-25,460,1,393.62,393.62,0.0,CUST7705,South
5463,2024-07-25,533,1,203.67,203.67,35.94,CUST1052,East
5464,2024-07-25,382,1,82.53,82.53,14.56,CUST5485,Central
5465,2024-07-25,533,2,203.67,407.34,71.88,CUST6745,North
5466,2024-07-25,214,2,119.37,238.74,59.68,CUST6594,West
5467,2024-07-25,339,1,57.24,57.24,3.01,CUST2410,Central
5468,2024-07-25,394,2,178.14,356.28,18.76,CUST8585,North
5469,2024-07-25,391,1,195.63,195.63,21.74,CUST2904,North
5470,2024-07-25,51,1,21.68,21.68,2.41,CUST3990,North
5471,2024-07-25,251,1,196.65,196.65,21.85,CUST4041,East
5472,2024-07-25,2,1,103.64,103.64,11.52,CUST1329,South
5473,2024-07-25,94,3,225.58,676.74,75.21,CUST1171,South
5474,2024-07-25,362,3,40.76,122.28,21.57,CUST7136,West
5475,2024-07-25,142,3,131.41,394.23,0.0,CUST2331,South
5476,2024-07-25,480,3,106.1,318.3,56.19,CUST6042,South
5477,2024-07-25,237,5,33.32,166.6,41.65,CUST3174,East
5478,2024-07-25,501,1,119.98,119.98,13.33,CUST1873,West
5479,2024-07-25,543,4,451.37,1805.48,95.04,CUST5703,South
5480,2024-07-26,635,1,192.01,192.01,0.0,CUST3300,Central
5481,2024-07-26,234,4,85.71,342.84,85.72,CUST6169,West
5482,2024-07-26,125,3,232.14,696.42,174.12,CUST4702,South
5483,2024-07-26,239,2,44.93,89.86,10.0,CUST5469,South
5484,2024-07-26,182,3,138.36,415.08,46.11,CUST3901,East
5485,2024-07-26,641,2,167.37,334.74,59.06,CUST5249,West
5486,2024-07-26,364,2,57.58,115.16,20.32,CUST5334,North
5487,2024-07-26,608,1,217.29,217.29,0.0,CUST9026,East
5488,2024-07-26,217,4,196.92,787.68,0.0,CUST6957,East
5489,2024-07-26,146,1,38.24,38.24,0.0,CUST9569,West
5490,2024-07-26,15,2,97.01,194.02,0.0,CUST3793,North
5491,2024-07-26,536,1,183.34,183.34,0.0,CUST7318,South
5492,2024-07-26,360,2,54.03,108.06,19.06,CUST9813,Central
5493,2024-07-26,19,2,59.6,119.2,0.0,CUST4451,West
5494,2024-07-26,291,4,107.78,431.12,184.76,CUST6683,East
5495,2024-07-26,497,1,155.22,155.22,17.25,CUST4398,East
5496,2024-07-26,624,1,65.44,65.44,0.0,CUST9253,Central
5497,2024-07-26,45,1,128.57,128.57,6.77,CUST5406,North
5498,2024-07-26,484,1,373.57,373.57,0.0,CUST9409,South
5499,2024-07-26,184,4,217.14,868.56,289.52,CUST5230,South
5500,2024-07-26,361,4,283.35,1133.4,0.0,CUST8662,East
5501,2024-07-26,365,1,84.44,84.44,0.0,CUST1515,North
5502,2024-07-26,206,6,81.35,488.1,209.16,CUST9471,South
5503,2024-07-26,318,1,55.99,55.99,2.95,CUST8785,South
5504,2024-07-26,617,2,87.54,175.08,0.0,CUST8655,Central
5505,2024-07-26,641,2,167.37,334.74,59.06,CUST6291,East
5506,2024-07-26,570,3,143.78,431.34,47.94,CUST7191,Central
5507,2024-07-26,231,4,55.56,222.24,24.68,CUST1554,East
5508,2024-07-26,269,2,259.4,518.8,0.0,CUST2713,East
5509,2024-07-26,178,1,44.15,44.15,4.9,CUST1129,South
5510,2024-07-26,12,1,55.08,55.08,2.9,CUST7904,West
5511,2024-07-26,638,1,159.74,159.74,0.0,CUST6483,East
5512,2024-07-26,566,2,356.76,713.52,37.56,CUST2641,South
5513,2024-07-26,290,1,162.87,162.87,0.0,CUST6865,East
5514,2024-07-26,209,2,103.71,207.42,10.92,CUST3666,West
5515,2024-07-26,23,2,45.6,91.2,16.08,CUST9958,South
5516,2024-07-26,232,3,208.29,624.87,69.42,CUST1356,West
5517,2024-07-26,523,3,403.82,1211.46,134.61,CUST8478,Central
5518,2024-07-26,406,2,394.54,789.08,197.28,CUST8126,West
5519,2024-07-26,78,5,148.13,740.65,0.0,CUST8759,South
5520,2024-07-26,612,3,110.05,330.15,110.04,CUST5138,East
5521,2024-07-26,16,1,98.98,98.98,0.0,CUST6535,West
5522,2024-07-26,617,1,87.54,87.54,0.0,CUST7572,East
5523,2024-07-26,636,2,174.12,348.24,87.06,CUST1657,South
5524,2024-07-26,346,1,111.52,111.52,5.87,CUST9306,North
5525,2024-07-26,103,2,193.74,387.48,0.0,CUST7897,West
5526,2024-07-26,161,1,151.55,151.55,26.74,CUST5413,Central
5527,2024-07-26,81,2,61.03,122.06,13.56,CUST7565,Central
5528,2024-07-26,116,1,220.14,220.14,24.46,CUST1467,South
5529,2024-07-26,293,1,201.02,201.02,0.0,CUST9391,South
5530,2024-07-26,345,1,237.76,237.76,0.0,CUST5924,Central
5531,2024-07-26,195,2,186.13,372.26,93.08,CUST9586,South
5532,2024-07-26,482,1,152.39,152.39,8.02,CUST3286,South
5533,2024-07-26,121,6,198.75,1192.5,511.02,CUST6458,North
5534,2024-07-26,110,3,164.32,492.96,123.24,CUST2481,East
5535,2024-07-26,536,2,183.34,366.68,0.0,CUST3317,East
5536,2024-07-26,293,3,201.02,603.06,0.0,CUST8515,West
5537,2024-07-26,171,1,154.6,154.6,8.14,CUST3708,West
5538,2024-07-26,649,2,75.22,150.44,0.0,CUST1013,South
5539,2024-07-26,48,2,114.21,228.42,12.04,CUST4283,South
5540,2024-07-26,479,3,283.51,850.53,0.0,CUST5936,East
5541,2024-07-26,169,1,221.83,221.83,39.14,CUST2316,South
5542,2024-07-26,468,3,127.26,381.78,0.0,CUST4869,South
5543,2024-07-26,38,1,95.11,95.11,16.78,CUST8152,North
5544,2024-07-26,123,5,25.63,128.15,42.7,CUST5009,South
5545,2024-07-26,38,3,95.11,285.33,50.34,CUST7131,North
5546,2024-07-26,193,4,182.78,731.12,182.76,CUST8820,South
5547,2024-07-26,306,3,34.52,103.56,18.27,CUST6647,North
5548,2024-07-26,411,4,411.28,1645.12,0.0,CUST8713,Central
5549,2024-07-26,430,2,304.18,608.36,0.0,CUST7456,South
5550,2024-07-26,110,3,164.32,492.96,123.24,CUST8738,West
5551,2024-07-26,644,3,51.04,153.12,8.04,CUST8593,South
5552,2024-07-26,299,2,210.24,420.48,0.0,CUST2569,West
5553,2024-07-26,631,3,87.23,261.69,46.2,CUST3105,East
5554,2024-07-26,140,1,186.6,186.6,32.93,CUST3187,West
5555,2024-07-26,182,1,138.36,138.36,15.37,CUST6359,East
5556,2024-07-26,594,1,215.73,215.73,0.0,CUST7956,Central
5557,2024-07-26,168,1,42.42,42.42,0.0,CUST7452,Central
5558,2024-07-26,506,3,104.68,314.04,134.58,CUST2174,East
5559,2024-07-26,80,5,43.26,216.3,38.15,CUST9000,Central
5560,2024-07-26,4,2,22.04,44.08,11.02,CUST1440,South
5561,2024-07-26,109,3,100.18,300.54,53.04,CUST3918,South
5562,2024-07-26,153,3,158.23,474.69,203.43,CUST7047,East
5563,2024-07-26,587,2,200.59,401.18,0.0,CUST6568,Central
5564,2024-07-26,525,2,441.54,883.08,0.0,CUST1026,Central
5565,2024-07-26,99,3,180.81,542.43,135.6,CUST7523,North
5566,2024-07-26,250,5,205.16,1025.8,439.65,CUST4769,South
5567,2024-07-26,145,1,96.63,96.63,10.74,CUST9191,South
5568,2024-07-26,296,1,60.74,60.74,6.74,CUST1724,South
5569,2024-07-26,323,3,49.87,149.61,37.41,CUST5946,West
5570,2024-07-26,643,2,106.33,212.66,23.62,CUST2521,East
5571,2024-07-26,84,2,61.7,123.4,0.0,CUST7292,South
5572,2024-07-26,144,4,140.14,560.56,62.28,CUST7974,South
5573,2024-07-26,346,5,111.52,557.6,29.35,CUST5668,East
5574,2024-07-26,289,3,52.28,156.84,52.29,CUST7337,West
5575,2024-07-26,625,2,250.77,501.54,55.72,CUST1570,East
5576,2024-07-26,72,4,80.41,321.64,16.92,CUST7909,South
5577,2024-07-26,107,1,206.03,206.03,0.0,CUST3679,West
5578,2024-07-26,344,5,184.34,921.7,0.0,CUST9476,North
5579,2024-07-26,351,1,173.8,173.8,0.0,CUST8617,North
5580,2024-07-26,561,2,314.96,629.92,269.96,CUST6673,North
5581,2024-07-26,337,4,46.5,186.0,20.64,CUST7626,North
5582,2024-07-26,592,3,150.61,451.83,150.6,CUST3635,East
5583,2024-07-26,279,2,66.18,132.36,0.0,CUST3109,Central
5584,2024-07-26,164,1,161.71,161.71,17.97,CUST9306,West
5585,2024-07-26,586,4,137.6,550.4,235.88,CUST8449,North
5586,2024-07-26,64,3,101.07,303.21,75.81,CUST8964,West
5587,2024-07-26,507,1,474.83,474.83,0.0,CUST7921,North
5588,2024-07-26,508,2,275.63,551.26,183.76,CUST5963,West
5589,2024-07-26,7,3,128.22,384.66,0.0,CUST5237,North
5590,2024-07-26,85,2,22.77,45.54,5.06,CUST8377,Central
5591,2024-07-26,95,1,173.01,173.01,0.0,CUST7108,West
5592,2024-07-26,93,2,45.5,91.0,16.06,CUST6489,Central
5593,2024-07-26,157,4,25.79,103.16,44.2,CUST6977,North
5594,2024-07-26,416,2,143.52,287.04,15.1,CUST3930,West
5595,2024-07-26,25,1,91.07,91.07,0.0,CUST9711,West
5596,2024-07-26,150,3,198.18,594.54,0.0,CUST2310,South
5597,2024-07-26,64,3,101.07,303.21,75.81,CUST1113,East
5598,2024-07-26,638,1,159.74,159.74,0.0,CUST5224,South
5599,2024-07-26,444,4,343.74,1374.96,0.0,CUST9436,Central
5600,2024-07-26,426,3,68.16,204.48,36.06,CUST8454,West
5601,2024-07-26,7,1,128.22,128.22,0.0,CUST1795,West
5602,2024-07-26,579,3,58.26,174.78,43.68,CUST5615,North
5603,2024-07-26,77,3,36.89,110.67,5.85,CUST2991,West
5604,2024-07-26,14,2,41.36,82.72,9.2,CUST8540,East
5605,2024-07-26,474,3,83.7,251.1,83.7,CUST1820,Central
5606,2024-07-26,454,1,396.96,396.96,20.89,CUST7050,East
5607,2024-07-26,93,3,45.5,136.5,24.09,CUST7974,East
5608,2024-07-26,589,2,240.56,481.12,0.0,CUST5852,North
5609,2024-07-26,333,1,57.48,57.48,0.0,CUST9892,East
5610,2024-07-26,410,3,70.91,212.73,11.19,CUST3928,East
5611,2024-07-26,218,2,44.8,89.6,15.82,CUST6847,West
5612,2024-07-26,213,5,40.99,204.95,22.75,CUST1287,West
5613,2024-07-26,521,1,248.86,248.86,43.91,CUST6318,East
5614,2024-07-26,405,1,252.88,252.88,0.0,CUST1583,Central
5615,2024-07-26,323,2,49.87,99.74,24.94,CUST2829,East
5616,2024-07-26,99,4,180.81,723.24,180.8,CUST1599,Central
5617,2024-07-26,607,2,63.05,126.1,22.26,CUST7491,South
5618,2024-07-26,387,4,61.2,244.8,12.88,CUST3871,North
5619,2024-07-26,193,2,182.78,365.56,91.38,CUST9765,North
5620,2024-07-26,247,1,104.89,104.89,0.0,CUST3065,South
5621,2024-07-26,365,1,84.44,84.44,0.0,CUST9084,West
5622,2024-07-26,599,6,204.99,1229.94,527.1,CUST5500,East
5623,2024-07-26,370,3,141.14,423.42,22.29,CUST8504,Central
5624,2024-07-26,636,2,174.12,348.24,87.06,CUST4999,Central
5625,2024-07-26,595,5,94.57,472.85,83.45,CUST8510,North
5626,2024-07-26,540,2,111.16,222.32,74.1,CUST2253,East
5627,2024-07-26,496,3,348.28,1044.84,184.38,CUST7107,North
5628,2024-07-26,556,1,417.12,417.12,0.0,CUST3404,Central
5629,2024-07-26,376,2,46.17,92.34,30.78,CUST2656,West
5630,2024-07-26,443,2,409.96,819.92,0.0,CUST9398,North
5631,2024-07-26,98,1,115.46,115.46,6.08,CUST6534,East
5632,2024-07-26,634,2,129.17,258.34,13.6,CUST7922,West
5633,2024-07-26,353,2,32.98,65.96,28.26,CUST1366,South
5634,2024-07-26,12,1,55.08,55.08,2.9,CUST5208,North
5635,2024-07-26,18,2,116.43,232.86,58.2,CUST8101,North
5636,2024-07-26,244,3,42.27,126.81,0.0,CUST4139,Central
5637,2024-07-26,590,4,211.93,847.72,94.2,CUST5275,East
5638,2024-07-26,437,5,322.81,1614.05,84.95,CUST9422,Central
5639,2024-07-26,607,2,63.05,126.1,22.26,CUST4993,North
5640,2024-07-26,549,3,149.22,447.66,0.0,CUST7131,Central
5641,2024-07-26,62,1,61.34,61.34,0.0,CUST8748,South
5642,2024-07-26,634,4,129.17,516.68,27.2,CUST8158,East
5643,2024-07-26,107,2,206.03,412.06,0.0,CUST4042,East
5644,2024-07-26,286,1,143.46,143.46,25.32,CUST9217,North
5645,2024-07-26,99,4,180.81,723.24,180.8,CUST7531,South
5646,2024-07-26,538,3,469.75,1409.25,74.19,CUST5668,East
5647,2024-07-26,440,1,62.19,62.19,0.0,CUST1082,West
5648,2024-07-26,627,1,61.67,61.67,0.0,CUST4393,North
5649,2024-07-26,65,1,18.81,18.81,2.09,CUST7788,South
5650,2024-07-26,472,3,274.51,823.53,205.89,CUST5501,East
5651,2024-07-26,591,3,275.51,826.53,43.5,CUST8576,Central
5652,2024-07-26,96,6,44.11,264.66,66.18,CUST6212,North
5653,2024-07-26,308,2,199.4,398.8,132.94,CUST4626,South
5654,2024-07-26,95,1,173.01,173.01,0.0,CUST1296,East
5655,2024-07-26,492,1,97.97,97.97,0.0,CUST4621,North
5656,2024-07-26,257,5,225.47,1127.35,281.85,CUST5715,Central
5657,2024-07-26,339,1,57.24,57.24,3.01,CUST8547,Central
5658,2024-07-26,363,2,148.09,296.18,74.04,CUST7893,Central
5659,2024-07-26,345,1,237.76,237.76,0.0,CUST6386,Central
5660,2024-07-26,95,2,173.01,346.02,0.0,CUST7374,West
5661,2024-07-26,79,1,91.27,91.27,16.11,CUST1205,East
5662,2024-07-26,114,1,278.08,278.08,14.63,CUST6580,East
5663,2024-07-26,167,2,33.89,67.78,0.0,CUST6674,West
5664,2024-07-26,16,2,98.98,197.96,0.0,CUST3486,West
5665,2024-07-26,393,2,59.27,118.54,39.52,CUST9175,South
5666,2024-07-26,186,1,57.21,57.21,0.0,CUST9720,South
5667,2024-07-26,270,1,151.65,151.65,0.0,CUST7390,East
5668,2024-07-26,441,1,130.89,130.89,23.09,CUST7601,North
5669,2024-07-26,586,4,137.6,550.4,235.88,CUST2287,West
5670,2024-07-26,136,2,198.82,397.64,99.42,CUST6657,North
5671,2024-07-26,315,1,39.9,39.9,0.0,CUST4400,Central
5672,2024-07-26,82,1,92.12,92.12,10.24,CUST7048,East
5673,2024-07-26,317,1,151.34,151.34,16.81,CUST5781,East
5674,2024-07-26,27,6,113.71,682.26,170.52,CUST8397,West
5675,2024-07-26,639,2,66.75,133.5,57.2,CUST1484,South
5676,2024-07-26,570,4,143.78,575.12,63.92,CUST3731,Central
5677,2024-07-26,44,2,103.36,206.72,22.98,CUST6761,Central
5678,2024-07-26,576,3,177.01,531.03,132.75,CUST8070,West
5679,2024-07-26,606,2,137.82,275.64,14.5,CUST1383,East
5680,2024-07-26,352,1,120.88,120.88,0.0,CUST9040,South
5681,2024-07-26,463,1,241.35,241.35,0.0,CUST7148,Central
5682,2024-07-26,432,1,271.68,271.68,14.3,CUST3157,West
5683,2024-07-26,644,2,51.04,102.08,5.36,CUST3023,North
5684,2024-07-26,303,3,59.44,178.32,9.39,CUST7483,South
5685,2024-07-26,625,1,250.77,250.77,27.86,CUST4462,North
5686,2024-07-26,372,3,208.67,626.01,69.54,CUST5740,South
5687,2024-07-26,140,1,186.6,186.6,32.93,CUST3606,West
5688,2024-07-26,347,4,167.05,668.2,0.0,CUST7693,East
5689,2024-07-26,275,4,144.91,579.64,102.28,CUST4567,West
5690,2024-07-26,438,2,61.42,122.84,0.0,CUST5569,East
5691,2024-07-26,424,4,61.89,247.56,106.08,CUST6950,North
5692,2024-07-26,65,1,18.81,18.81,2.09,CUST6206,Central
5693,2024-07-26,513,2,451.17,902.34,47.5,CUST9775,Central
5694,2024-07-26,21,1,34.07,34.07,1.79,CUST7425,South
5695,2024-07-26,31,2,70.53,141.06,0.0,CUST7618,West
5696,2024-07-26,5,1,83.42,83.42,14.72,CUST8600,East
5697,2024-07-26,36,2,120.39,240.78,0.0,CUST8363,South
5698,2024-07-26,157,5,25.79,128.95,55.25,CUST3910,West
5699,2024-07-26,565,2,217.71,435.42,0.0,CUST5725,North
5700,2024-07-26,527,2,401.69,803.38,141.78,CUST9727,East
5701,2024-07-27,585,1,31.72,31.72,0.0,CUST3822,North
5702,2024-07-27,389,1,78.11,78.11,13.79,CUST7280,Central
5703,2024-07-27,519,2,172.5,345.0,60.88,CUST7850,West
5704,2024-07-27,222,1,124.5,124.5,6.55,CUST7722,South
5705,2024-07-27,154,1,160.93,160.93,8.47,CUST1475,Central
5706,2024-07-27,484,5,373.57,1867.85,0.0,CUST4673,South
5707,2024-07-27,319,1,173.81,173.81,0.0,CUST9247,North
5708,2024-07-27,325,1,230.92,230.92,12.16,CUST7697,North
5709,2024-07-27,343,5,252.84,1264.2,140.45,CUST6325,Central
5710,2024-07-27,143,3,186.14,558.42,0.0,CUST5095,South
5711,2024-07-27,641,2,167.37,334.74,59.06,CUST8731,North
5712,2024-07-27,378,4,57.46,229.84,40.56,CUST7066,North
5713,2024-07-27,370,3,141.14,423.42,22.29,CUST7378,Central
5714,2024-07-27,77,2,36.89,73.78,3.9,CUST9377,South
5715,2024-07-27,588,2,181.06,362.12,40.24,CUST3644,West
5716,2024-07-27,364,1,57.58,57.58,10.16,CUST7046,South
5717,2024-07-27,395,2,116.06,232.12,77.36,CUST3870,West
5718,2024-07-27,164,2,161.71,323.42,35.94,CUST4273,East
5719,2024-07-27,585,1,31.72,31.72,0.0,CUST3173,East
5720,2024-07-27,12,1,55.08,55.08,2.9,CUST2061,North
5721,2024-07-27,430,1,304.18,304.18,0.0,CUST4391,Central
5722,2024-07-27,581,1,252.97,252.97,0.0,CUST8555,West
5723,2024-07-27,550,1,380.77,380.77,20.04,CUST5014,Central
5724,2024-07-27,149,4,237.9,951.6,0.0,CUST8268,South
5725,2024-07-27,346,1,111.52,111.52,5.87,CUST3897,West
5726,2024-07-27,181,5,121.33,606.65,67.4,CUST9195,North
5727,2024-07-27,535,2,209.58,419.16,0.0,CUST6427,South
5728,2024-07-27,288,3,197.13,591.39,197.13,CUST5011,West
5729,2024-07-27,77,1,36.89,36.89,1.95,CUST2144,North
5730,2024-07-27,17,3,21.34,64.02,21.36,CUST1529,West
5731,2024-07-27,90,1,141.77,141.77,0.0,CUST9515,West
5732,2024-07-27,89,2,104.33,208.66,10.98,CUST7313,North
5733,2024-07-27,642,3,181.11,543.33,0.0,CUST7833,East
5734,2024-07-27,64,3,101.07,303.21,75.81,CUST9803,North
5735,2024-07-27,259,2,105.32,210.64,52.66,CUST9751,North
5736,2024-07-27,322,1,82.74,82.74,4.35,CUST8184,West
5737,2024-07-27,307,1,199.53,199.53,0.0,CUST1979,East
5738,2024-07-27,189,1,258.12,258.12,0.0,CUST7527,North
5739,2024-07-27,305,1,141.03,141.03,24.89,CUST6953,West
5740,2024-07-27,556,1,417.12,417.12,0.0,CUST9381,West
5741,2024-07-27,54,1,62.35,62.35,11.0,CUST8021,North
5742,2024-07-27,444,1,343.74,343.74,0.0,CUST2697,South
5743,2024-07-27,630,1,42.6,42.6,4.74,CUST5300,Central
5744,2024-07-27,253,1,214.88,214.88,0.0,CUST2831,South
5745,2024-07-27,407,2,79.57,159.14,53.06,CUST7004,West
5746,2024-07-27,164,4,161.71,646.84,71.88,CUST6567,South
5747,2024-07-27,385,5,97.89,489.45,122.35,CUST4982,West
5748,2024-07-27,25,2,91.07,182.14,0.0,CUST4442,East
5749,2024-07-27,123,4,25.63,102.52,34.16,CUST2591,East
5750,2024-07-27,146,5,38.24,191.2,0.0,CUST2213,West
5751,2024-07-27,448,2,350.64,701.28,0.0,CUST9053,South
5752,2024-07-27,580,1,265.4,265.4,0.0,CUST5259,East
5753,2024-07-27,66,3,74.26,222.78,0.0,CUST5838,West
5754,2024-07-27,426,1,68.16,68.16,12.02,CUST6417,West
5755,2024-07-27,286,1,143.46,143.46,25.32,CUST5225,Central
5756,2024-07-27,101,4,203.35,813.4,0.0,CUST5510,Central
5757,2024-07-27,262,6,233.5,1401.0,350.28,CUST1585,South
5758,2024-07-27,368,4,101.51,406.04,101.48,CUST3425,Central
5759,2024-07-27,166,3,107.2,321.6,56.73,CUST5725,North
5760,2024-07-27,582,2,102.41,204.82,36.14,CUST4621,East
5761,2024-07-27,416,1,143.52,143.52,7.55,CUST6942,East
5762,2024-07-27,415,1,362.78,362.78,19.1,CUST6024,South
5763,2024-07-27,501,1,119.98,119.98,13.33,CUST5992,West
5764,2024-07-27,200,1,197.82,197.82,34.92,CUST8206,East
5765,2024-07-27,57,3,112.69,338.07,84.51,CUST3530,South
5766,2024-07-27,362,3,40.76,122.28,21.57,CUST3400,Central
5767,2024-07-27,509,1,118.13,118.13,13.13,CUST5789,West
5768,2024-07-27,137,2,198.08,396.16,132.06,CUST5215,South
5769,2024-07-27,204,1,135.08,135.08,0.0,CUST1458,South
5770,2024-07-27,384,6,188.69,1132.14,283.02,CUST5963,South
5771,2024-07-27,15,4,97.01,388.04,0.0,CUST1197,East
5772,2024-07-27,478,1,226.52,226.52,11.93,CUST6966,Central
5773,2024-07-27,143,4,186.14,744.56,0.0,CUST9467,West
5774,2024-07-27,640,1,65.05,65.05,3.42,CUST8814,Central
5775,2024-07-27,445,2,94.75,189.5,0.0,CUST3791,East
5776,2024-07-27,173,5,123.84,619.2,68.8,CUST3553,Central
5777,2024-07-27,633,2,33.14,66.28,0.0,CUST9209,East
5778,2024-07-27,648,2,246.16,492.32,0.0,CUST9574,East
5779,2024-07-27,306,2,34.52,69.04,12.18,CUST7192,West
5780,2024-07-27,259,4,105.32,421.28,105.32,CUST3770,Central
